session_id,x,y,time,event_type,label
_fq34s01fi,0,138,1098,move,human
_fq34s01fi,0,126,1156,move,human
_fq34s01fi,0,114,1218,move,human
_fq34s01fi,9,108,1273,move,human
_fq34s01fi,18,100,1331,move,human
_fq34s01fi,25,87,1390,move,human
_fq34s01fi,29,75,1448,move,human
_fq34s01fi,30,67,1506,move,human
_fq34s01fi,30,63,1566,move,human
_fq34s01fi,31,55,1623,move,human
_fq34s01fi,31,45,1680,move,human
_fq34s01fi,31,37,1731,move,human
_fq34s01fi,31,32,1784,move,human
_fq34s01fi,31,30,1918,move,human
_fq34s01fi,31,26,1978,move,human
_fq34s01fi,33,22,2030,move,human
_5fs8cxcp9,1094,601,76,move,human
_5fs8cxcp9,1122,571,133,move,human
_5fs8cxcp9,1162,519,192,move,human
_5fs8cxcp9,1156,462,249,move,human
_5fs8cxcp9,1117,407,300,move,human
_5fs8cxcp9,1068,374,358,move,human
_5fs8cxcp9,1026,352,416,move,human
_5fs8cxcp9,1023,351,796,move,human
_5fs8cxcp9,1019,313,849,move,human
_5fs8cxcp9,1002,244,907,move,human
_5fs8cxcp9,960,173,965,move,human
_5fs8cxcp9,895,144,1023,move,human
_5fs8cxcp9,812,139,1081,move,human
_5fs8cxcp9,740,139,1140,move,human
_5fs8cxcp9,677,139,1198,move,human
_5fs8cxcp9,622,143,1256,move,human
_5fs8cxcp9,544,151,1314,move,human
_5fs8cxcp9,474,178,1365,move,human
_5fs8cxcp9,474,178,1585,move,human
_5fs8cxcp9,437,173,1639,move,human
_5fs8cxcp9,364,177,1698,move,human
_5fs8cxcp9,304,178,1756,move,human
_5fs8cxcp9,236,153,1813,move,human
_5fs8cxcp9,185,121,1872,move,human
_5fs8cxcp9,154,83,1930,move,human
_5fs8cxcp9,122,62,1988,move,human
_5fs8cxcp9,99,47,2047,move,human
_5fs8cxcp9,88,40,2105,move,human
_5fs8cxcp9,78,33,2163,move,human
_5fs8cxcp9,73,32,2233,move,human
_5fs8cxcp9,65,30,2288,move,human
_5fs8cxcp9,60,28,2339,move,human
_5fs8cxcp9,54,24,2396,move,human
_5fs8cxcp9,49,21,2454,move,human
_enj5xcfiw,301,674,54,move,human
_enj5xcfiw,286,663,113,move,human
_enj5xcfiw,265,645,170,move,human
_enj5xcfiw,256,635,229,move,human
_enj5xcfiw,250,615,287,move,human
_enj5xcfiw,233,556,345,move,human
_enj5xcfiw,210,509,404,move,human
_enj5xcfiw,209,505,653,move,human
_enj5xcfiw,193,493,711,move,human
_enj5xcfiw,163,463,769,move,human
_enj5xcfiw,113,405,828,move,human
_enj5xcfiw,56,330,885,move,human
_enj5xcfiw,9,271,944,move,human
_enj5xcfiw,0,237,1002,move,human
_enj5xcfiw,0,209,1061,move,human
_enj5xcfiw,0,181,1119,move,human
_enj5xcfiw,6,148,1177,move,human
_enj5xcfiw,27,114,1235,move,human
_enj5xcfiw,57,67,1293,move,human
_enj5xcfiw,78,40,1344,move,human
_enj5xcfiw,81,35,1536,move,human
_enj5xcfiw,78,32,1590,move,human
_enj5xcfiw,73,29,1643,move,human
_enj5xcfiw,68,26,1708,move,human
_enj5xcfiw,66,24,1766,move,human
_enj5xcfiw,61,23,1817,move,human
_enj5xcfiw,50,20,1876,move,human
_enj5xcfiw,42,17,1934,move,human
_07vbjaxyd,1203,338,52,move,human
_07vbjaxyd,1186,304,110,move,human
_07vbjaxyd,1142,263,161,move,human
_07vbjaxyd,1052,240,506,move,human
_07vbjaxyd,1001,232,560,move,human
_07vbjaxyd,938,227,618,move,human
_07vbjaxyd,868,221,676,move,human
_07vbjaxyd,765,211,735,move,human
_07vbjaxyd,642,209,793,move,human
_07vbjaxyd,526,207,851,move,human
_07vbjaxyd,432,201,909,move,human
_07vbjaxyd,362,185,967,move,human
_07vbjaxyd,305,147,1026,move,human
_07vbjaxyd,265,113,1084,move,human
_07vbjaxyd,214,80,1142,move,human
_07vbjaxyd,181,66,1200,move,human
_07vbjaxyd,166,59,1258,move,human
_07vbjaxyd,162,56,1309,move,human
_07vbjaxyd,158,54,1360,move,human
_07vbjaxyd,153,54,1411,move,human
_07vbjaxyd,140,54,1466,move,human
_07vbjaxyd,125,52,1517,move,human
_07vbjaxyd,93,50,1574,move,human
_07vbjaxyd,73,50,1625,move,human
_07vbjaxyd,75,51,1830,move,human
_07vbjaxyd,78,55,1883,move,human
_07vbjaxyd,74,55,1934,move,human
_07vbjaxyd,72,55,1990,move,human
_07vbjaxyd,58,53,2042,move,human
_07vbjaxyd,30,47,2099,move,human
_07vbjaxyd,10,37,2157,move,human
_07vbjaxyd,12,31,2216,move,human
_07vbjaxyd,0,12,2273,move,human
_07vbjaxyd,10,2,2432,move,human
_07vbjaxyd,16,6,2489,move,human
_07vbjaxyd,20,13,2540,move,human
_07vbjaxyd,26,19,2598,move,human
_07vbjaxyd,32,22,2652,move,human
_07vbjaxyd,32,21,2808,move,human
_c7tn3zw7s,232,477,59,move,human
_c7tn3zw7s,182,466,116,move,human
_c7tn3zw7s,142,451,167,move,human
_c7tn3zw7s,95,427,224,move,human
_c7tn3zw7s,70,408,283,move,human
_c7tn3zw7s,40,384,341,move,human
_c7tn3zw7s,27,369,399,move,human
_c7tn3zw7s,16,342,457,move,human
_c7tn3zw7s,18,340,508,move,human
_c7tn3zw7s,23,331,565,move,human
_c7tn3zw7s,22,327,819,move,human
_c7tn3zw7s,24,291,873,move,human
_c7tn3zw7s,33,252,931,move,human
_c7tn3zw7s,42,203,982,move,human
_c7tn3zw7s,42,150,1039,move,human
_c7tn3zw7s,36,120,1098,move,human
_c7tn3zw7s,34,105,1156,move,human
_c7tn3zw7s,41,81,1214,move,human
_c7tn3zw7s,48,56,1272,move,human
_c7tn3zw7s,47,35,1331,move,human
_c7tn3zw7s,43,25,1389,move,human
_c7tn3zw7s,42,25,1447,move,human
_c7tn3zw7s,38,25,1507,move,human
_4zb4c6fak,660,506,54,move,human
_4zb4c6fak,622,474,111,move,human
_4zb4c6fak,602,461,170,move,human
_4zb4c6fak,602,459,221,move,human
_4zb4c6fak,614,437,278,move,human
_4zb4c6fak,614,386,336,move,human
_4zb4c6fak,574,327,395,move,human
_4zb4c6fak,490,266,453,move,human
_4zb4c6fak,407,229,510,move,human
_4zb4c6fak,351,205,569,move,human
_4zb4c6fak,324,195,627,move,human
_4zb4c6fak,324,193,902,move,human
_4zb4c6fak,315,171,960,move,human
_4zb4c6fak,292,150,1018,move,human
_4zb4c6fak,266,135,1076,move,human
_4zb4c6fak,230,121,1135,move,human
_4zb4c6fak,206,112,1192,move,human
_4zb4c6fak,183,100,1251,move,human
_4zb4c6fak,163,87,1309,move,human
_4zb4c6fak,134,78,1367,move,human
_4zb4c6fak,111,79,1418,move,human
_4zb4c6fak,96,86,1476,move,human
_4zb4c6fak,95,86,1529,move,human
_4zb4c6fak,90,79,1584,move,human
_4zb4c6fak,83,67,1642,move,human
_4zb4c6fak,74,57,1709,move,human
_4zb4c6fak,71,53,1766,move,human
_4zb4c6fak,70,50,1843,move,human
_4zb4c6fak,59,40,1900,move,human
_4zb4c6fak,47,33,1958,move,human
_4zb4c6fak,34,27,2016,move,human
_4zb4c6fak,26,25,2070,move,human
_4zb4c6fak,26,23,2123,move,human
_4zb4c6fak,26,22,2280,move,human
_2bsjc5ms2,832,448,51,move,human
_2bsjc5ms2,814,390,109,move,human
_2bsjc5ms2,782,331,168,move,human
_2bsjc5ms2,732,280,225,move,human
_2bsjc5ms2,682,245,276,move,human
_2bsjc5ms2,654,224,333,move,human
_2bsjc5ms2,636,206,384,move,human
_2bsjc5ms2,618,196,442,move,human
_2bsjc5ms2,595,184,500,move,human
_2bsjc5ms2,551,167,558,move,human
_2bsjc5ms2,508,158,616,move,human
_2bsjc5ms2,448,156,675,move,human
_2bsjc5ms2,402,156,732,move,human
_2bsjc5ms2,371,158,783,move,human
_2bsjc5ms2,358,158,841,move,human
_2bsjc5ms2,328,154,899,move,human
_2bsjc5ms2,303,150,957,move,human
_2bsjc5ms2,266,141,1015,move,human
_2bsjc5ms2,224,136,1074,move,human
_2bsjc5ms2,192,130,1132,move,human
_2bsjc5ms2,171,120,1190,move,human
_2bsjc5ms2,146,107,1249,move,human
_2bsjc5ms2,127,98,1307,move,human
_2bsjc5ms2,115,88,1365,move,human
_2bsjc5ms2,104,79,1423,move,human
_2bsjc5ms2,92,72,1481,move,human
_2bsjc5ms2,90,70,1536,move,human
_2bsjc5ms2,82,65,1595,move,human
_2bsjc5ms2,82,64,1664,move,human
_2bsjc5ms2,78,62,2027,move,human
_2bsjc5ms2,77,62,2078,move,human
_2bsjc5ms2,80,63,2234,move,human
_2bsjc5ms2,54,51,2288,move,human
_2bsjc5ms2,46,49,2373,move,human
_2bsjc5ms2,42,45,2429,move,human
_2bsjc5ms2,39,44,2480,move,human
_2bsjc5ms2,32,33,2538,move,human
_2bsjc5ms2,31,32,2621,move,human
_2bsjc5ms2,30,30,2892,move,human
_2bsjc5ms2,26,22,2945,move,human
,30,31,1729260350496,click,human
_ckeo3zpp6,719,651,54,move,human
_ckeo3zpp6,674,636,112,move,human
_ckeo3zpp6,600,614,171,move,human
_ckeo3zpp6,534,587,228,move,human
_ckeo3zpp6,496,565,279,move,human
_ckeo3zpp6,460,534,337,move,human
_ckeo3zpp6,436,510,395,move,human
_ckeo3zpp6,410,481,453,move,human
_ckeo3zpp6,386,453,511,move,human
_ckeo3zpp6,371,423,569,move,human
_ckeo3zpp6,359,398,620,move,human
_ckeo3zpp6,348,373,678,move,human
_ckeo3zpp6,335,349,736,move,human
_ckeo3zpp6,323,328,794,move,human
_ckeo3zpp6,310,311,853,move,human
_ckeo3zpp6,294,294,911,move,human
_ckeo3zpp6,274,273,968,move,human
_ckeo3zpp6,254,254,1019,move,human
_ckeo3zpp6,238,238,1077,move,human
_ckeo3zpp6,219,222,1135,move,human
_ckeo3zpp6,198,206,1193,move,human
_ckeo3zpp6,180,194,1244,move,human
_ckeo3zpp6,168,182,1302,move,human
_ckeo3zpp6,162,174,1360,move,human
_ckeo3zpp6,156,167,1418,move,human
_ckeo3zpp6,154,162,1514,move,human
_ckeo3zpp6,152,162,1576,move,human
_ckeo3zpp6,151,161,1669,move,human
_ckeo3zpp6,148,155,1726,move,human
_ckeo3zpp6,146,149,1784,move,human
_ckeo3zpp6,139,140,1843,move,human
_ckeo3zpp6,126,129,1901,move,human
_ckeo3zpp6,116,119,1959,move,human
_ckeo3zpp6,99,105,2018,move,human
_ckeo3zpp6,84,90,2075,move,human
_ckeo3zpp6,66,72,2133,move,human
_ckeo3zpp6,54,61,2192,move,human
_ckeo3zpp6,46,52,2250,move,human
_ckeo3zpp6,38,40,2309,move,human
_ckeo3zpp6,30,29,2366,move,human
_deiyyrgf1,819,543,54,move,human
_deiyyrgf1,814,515,111,move,human
_deiyyrgf1,806,486,170,move,human
_deiyyrgf1,800,457,228,move,human
_deiyyrgf1,790,421,286,move,human
_deiyyrgf1,763,377,343,move,human
_deiyyrgf1,746,349,394,move,human
_deiyyrgf1,726,318,452,move,human
_deiyyrgf1,710,294,510,move,human
_deiyyrgf1,694,269,569,move,human
_deiyyrgf1,676,246,627,move,human
_deiyyrgf1,658,227,685,move,human
_deiyyrgf1,642,213,744,move,human
_deiyyrgf1,634,205,802,move,human
_deiyyrgf1,630,201,876,move,human
_deiyyrgf1,630,199,1087,move,human
_deiyyrgf1,622,193,1142,move,human
_deiyyrgf1,610,189,1200,move,human
_deiyyrgf1,588,183,1251,move,human
_deiyyrgf1,567,179,1309,move,human
_deiyyrgf1,550,177,1368,move,human
_deiyyrgf1,530,174,1425,move,human
_deiyyrgf1,500,174,1483,move,human
_deiyyrgf1,459,172,1534,move,human
_deiyyrgf1,412,169,1592,move,human
_deiyyrgf1,383,162,1650,move,human
_deiyyrgf1,378,159,1701,move,human
_deiyyrgf1,375,157,1800,move,human
_deiyyrgf1,374,157,1866,move,human
_deiyyrgf1,368,157,1921,move,human
_deiyyrgf1,346,159,1974,move,human
_deiyyrgf1,320,167,2025,move,human
_deiyyrgf1,310,170,2281,move,human
_deiyyrgf1,284,160,2332,move,human
_deiyyrgf1,244,148,2390,move,human
_deiyyrgf1,207,137,2449,move,human
_deiyyrgf1,186,130,2506,move,human
_deiyyrgf1,175,126,2557,move,human
_deiyyrgf1,164,121,2615,move,human
_deiyyrgf1,152,115,2674,move,human
_deiyyrgf1,140,107,2731,move,human
_deiyyrgf1,127,99,2790,move,human
_deiyyrgf1,111,88,2848,move,human
_deiyyrgf1,100,82,2906,move,human
_deiyyrgf1,86,73,2965,move,human
_deiyyrgf1,78,66,3022,move,human
_deiyyrgf1,74,62,3075,move,human
_deiyyrgf1,70,57,3131,move,human
_deiyyrgf1,66,53,3187,move,human
_deiyyrgf1,63,51,3238,move,human
_deiyyrgf1,59,45,3289,move,human
_deiyyrgf1,52,38,3347,move,human
_deiyyrgf1,44,30,3405,move,human
_deiyyrgf1,42,26,3463,move,human
_deiyyrgf1,38,22,3539,move,human
_deiyyrgf1,36,22,3699,move,human
_n0o41b18w,965,547,58,move,human
_n0o41b18w,969,458,117,move,human
_n0o41b18w,950,366,174,move,human
_n0o41b18w,910,286,233,move,human
_n0o41b18w,863,220,292,move,human
_n0o41b18w,806,161,350,move,human
_n0o41b18w,740,113,407,move,human
_n0o41b18w,646,73,466,move,human
_n0o41b18w,576,56,524,move,human
_n0o41b18w,534,53,582,move,human
_n0o41b18w,511,58,640,move,human
_n0o41b18w,482,70,699,move,human
_n0o41b18w,456,86,756,move,human
_n0o41b18w,440,107,807,move,human
_n0o41b18w,412,122,865,move,human
_n0o41b18w,388,123,923,move,human
_n0o41b18w,342,115,981,move,human
_n0o41b18w,287,108,1032,move,human
_n0o41b18w,206,111,1089,move,human
_n0o41b18w,206,111,1311,move,human
_n0o41b18w,199,100,1364,move,human
_n0o41b18w,179,105,1423,move,human
_n0o41b18w,146,110,1480,move,human
_n0o41b18w,107,107,1539,move,human
_n0o41b18w,80,100,1598,move,human
_n0o41b18w,58,81,1656,move,human
_n0o41b18w,42,65,1714,move,human
_n0o41b18w,31,46,1772,move,human
_n0o41b18w,27,34,1830,move,human
_n0o41b18w,28,24,1889,move,human
_wc1r3qr55,246,609,57,move,human
_wc1r3qr55,232,583,115,move,human
_wc1r3qr55,218,553,166,move,human
_wc1r3qr55,191,503,224,move,human
_wc1r3qr55,166,453,282,move,human
_wc1r3qr55,148,417,340,move,human
_wc1r3qr55,136,390,399,move,human
_wc1r3qr55,134,381,456,move,human
_wc1r3qr55,134,370,507,move,human
_wc1r3qr55,134,358,565,move,human
_wc1r3qr55,134,350,623,move,human
_wc1r3qr55,132,333,681,move,human
_wc1r3qr55,131,324,739,move,human
_wc1r3qr55,130,322,1066,move,human
_wc1r3qr55,118,310,1122,move,human
_wc1r3qr55,98,288,1181,move,human
_wc1r3qr55,80,266,1239,move,human
_wc1r3qr55,64,241,1296,move,human
_wc1r3qr55,54,219,1347,move,human
_wc1r3qr55,46,197,1405,move,human
_wc1r3qr55,42,180,1463,move,human
_wc1r3qr55,40,165,1522,move,human
_wc1r3qr55,40,147,1579,move,human
_wc1r3qr55,42,131,1637,move,human
_wc1r3qr55,44,118,1688,move,human
_wc1r3qr55,45,104,1746,move,human
_wc1r3qr55,45,88,1804,move,human
_wc1r3qr55,44,73,1863,move,human
_wc1r3qr55,42,60,1921,move,human
_wc1r3qr55,38,49,1979,move,human
_wc1r3qr55,31,42,2037,move,human
_wc1r3qr55,26,32,2096,move,human
_wc1r3qr55,22,30,2161,move,human
_wc1r3qr55,19,26,2233,move,human
_5rm00zgd8,550,522,57,move,human
_5rm00zgd8,550,499,115,move,human
_5rm00zgd8,546,475,173,move,human
_5rm00zgd8,539,446,231,move,human
_5rm00zgd8,531,419,289,move,human
_5rm00zgd8,518,381,348,move,human
_5rm00zgd8,499,339,406,move,human
_5rm00zgd8,488,319,465,move,human
_5rm00zgd8,483,314,742,move,human
_5rm00zgd8,475,311,797,move,human
_5rm00zgd8,462,304,855,move,human
_5rm00zgd8,455,297,914,move,human
_5rm00zgd8,436,280,971,move,human
_5rm00zgd8,407,260,1030,move,human
_5rm00zgd8,394,250,1088,move,human
_5rm00zgd8,386,244,1147,move,human
_5rm00zgd8,382,242,1209,move,human
_5rm00zgd8,378,239,1263,move,human
_5rm00zgd8,370,236,1321,move,human
_5rm00zgd8,360,233,1380,move,human
_5rm00zgd8,330,225,1438,move,human
_5rm00zgd8,299,218,1496,move,human
_5rm00zgd8,278,209,1555,move,human
_5rm00zgd8,271,206,1613,move,human
_5rm00zgd8,262,200,1670,move,human
_5rm00zgd8,246,194,1721,move,human
_5rm00zgd8,223,200,2091,move,human
_5rm00zgd8,218,193,2145,move,human
_5rm00zgd8,203,185,2203,move,human
_5rm00zgd8,188,177,2261,move,human
_5rm00zgd8,184,176,2323,move,human
_5rm00zgd8,180,171,2378,move,human
_5rm00zgd8,175,165,2436,move,human
_5rm00zgd8,166,154,2495,move,human
_5rm00zgd8,156,144,2553,move,human
_5rm00zgd8,148,134,2611,move,human
_5rm00zgd8,147,134,2852,move,human
_5rm00zgd8,134,116,2910,move,human
_5rm00zgd8,126,101,2968,move,human
_5rm00zgd8,124,99,3021,move,human
_5rm00zgd8,122,96,3072,move,human
_5rm00zgd8,120,94,3130,move,human
_5rm00zgd8,118,90,3184,move,human
_5rm00zgd8,112,72,3243,move,human
_5rm00zgd8,110,64,3486,move,human
_5rm00zgd8,100,43,3543,move,human
_5rm00zgd8,90,26,3600,move,human
_5rm00zgd8,86,23,3673,move,human
_5rm00zgd8,80,22,3727,move,human
_5rm00zgd8,72,22,3784,move,human
_5rm00zgd8,60,20,3842,move,human
_5rm00zgd8,58,19,3897,move,human
_5rm00zgd8,54,17,3998,move,human
_gs4vivlgh,744,498,58,move,human
_gs4vivlgh,730,457,116,move,human
_gs4vivlgh,712,414,175,move,human
_gs4vivlgh,698,385,233,move,human
_gs4vivlgh,694,374,292,move,human
_gs4vivlgh,692,371,346,move,human
_gs4vivlgh,691,369,399,move,human
_gs4vivlgh,686,360,458,move,human
_gs4vivlgh,678,341,515,move,human
_gs4vivlgh,658,311,574,move,human
_gs4vivlgh,636,283,631,move,human
_gs4vivlgh,622,265,682,move,human
_gs4vivlgh,608,253,740,move,human
_gs4vivlgh,594,247,799,move,human
_gs4vivlgh,582,243,857,move,human
_gs4vivlgh,568,239,915,move,human
_gs4vivlgh,560,235,973,move,human
_gs4vivlgh,554,231,1031,move,human
_gs4vivlgh,534,219,1090,move,human
_gs4vivlgh,494,205,1148,move,human
_gs4vivlgh,456,177,1206,move,human
_gs4vivlgh,430,154,1264,move,human
_gs4vivlgh,418,135,1323,move,human
_gs4vivlgh,416,123,1380,move,human
_gs4vivlgh,422,122,1431,move,human
_gs4vivlgh,430,121,1636,move,human
_gs4vivlgh,410,109,1689,move,human
_gs4vivlgh,364,98,1746,move,human
_gs4vivlgh,327,90,1797,move,human
_gs4vivlgh,294,84,1855,move,human
_gs4vivlgh,276,73,1912,move,human
_gs4vivlgh,263,59,1963,move,human
_gs4vivlgh,255,54,2021,move,human
_gs4vivlgh,262,58,2259,move,human
_gs4vivlgh,278,49,2312,move,human
_gs4vivlgh,267,25,2371,move,human
_gs4vivlgh,74,1,3202,move,human
_gs4vivlgh,70,6,3253,move,human
_gs4vivlgh,66,9,3313,move,human
_gs4vivlgh,64,9,3392,move,human
_gs4vivlgh,58,10,3448,move,human
_gs4vivlgh,52,10,3506,move,human
_gs4vivlgh,44,10,3561,move,human
_gs4vivlgh,38,13,3621,move,human
_gs4vivlgh,37,14,4052,move,human
_gs4vivlgh,42,17,4119,move,human
_qathz17kr,122,566,57,move,human
_qathz17kr,34,533,115,move,human
_qathz17kr,0,470,174,move,human
_qathz17kr,0,409,232,move,human
_qathz17kr,0,340,285,move,human
_qathz17kr,0,267,340,move,human
_qathz17kr,0,211,398,move,human
_qathz17kr,0,173,456,move,human
_qathz17kr,0,146,515,move,human
