_xat15yscu,368,322,38601,move,human
_xat15yscu,280,333,38652,move,human
_xat15yscu,254,329,38710,move,human
_xat15yscu,253,328,38963,move,human
_xat15yscu,253,327,39069,move,human
_xat15yscu,255,327,39257,move,human
_xat15yscu,285,304,39310,move,human
_xat15yscu,267,264,39361,move,human
_xat15yscu,223,225,39419,move,human
_xat15yscu,167,176,39477,move,human
_xat15yscu,118,110,39535,move,human
_xat15yscu,105,84,39586,move,human
_xat15yscu,72,27,39644,move,human
_xat15yscu,67,11,39702,move,human
_xat15yscu,68,5,39760,move,human
_xat15yscu,68,3,39814,move,human
_xat15yscu,67,1,39882,move,human
_xat15yscu,56,7,39936,move,human
_xat15yscu,51,11,40104,move,human
,253,328,1729008908563,click,human
_vwflg8map,1015,290,53,move,human
_vwflg8map,1015,289,208,move,human
_vwflg8map,1014,289,350,move,human
_vwflg8map,941,285,403,move,human
_vwflg8map,806,284,461,move,human
_vwflg8map,637,276,519,move,human
_vwflg8map,470,270,578,move,human
_vwflg8map,401,263,636,move,human
_vwflg8map,400,263,735,move,human
_vwflg8map,361,259,787,move,human
_vwflg8map,248,214,846,move,human
_vwflg8map,150,153,903,move,human
_vwflg8map,101,106,962,move,human
_vwflg8map,68,75,1019,move,human
_vwflg8map,53,60,1079,move,human
_vwflg8map,48,52,1137,move,human
_vwflg8map,43,41,1188,move,human
_vwflg8map,34,27,1246,move,human
_vwflg8map,34,25,1303,move,human
,1015,290,1729008912625,click,human
,385,264,1729008913230,click,human
_ublnqyz3p,942,153,51,move,human
_ublnqyz3p,1043,171,109,move,human
_ublnqyz3p,1096,181,168,move,human
_ublnqyz3p,1095,182,234,move,human
_ublnqyz3p,1091,181,468,move,human
_ublnqyz3p,1070,170,527,move,human
_ublnqyz3p,916,144,584,move,human
_ublnqyz3p,613,141,643,move,human
_ublnqyz3p,341,148,701,move,human
_ublnqyz3p,216,122,759,move,human
_ublnqyz3p,167,84,818,move,human
_ublnqyz3p,110,38,876,move,human
_ublnqyz3p,90,25,947,move,human
_ublnqyz3p,98,19,1002,move,human
_ublnqyz3p,98,17,1053,move,human
_ublnqyz3p,56,9,1109,move,human
_ublnqyz3p,27,8,1168,move,human
_3w1b8t5p2,974,236,54,move,human
_3w1b8t5p2,860,249,112,move,human
_3w1b8t5p2,684,233,163,move,human
_3w1b8t5p2,410,178,221,move,human
_3w1b8t5p2,196,114,279,move,human
_3w1b8t5p2,119,78,337,move,human
_3w1b8t5p2,98,48,397,move,human
_3w1b8t5p2,69,22,454,move,human
_3w1b8t5p2,37,11,513,move,human
_8btduqxtb,859,261,58,move,human
_8btduqxtb,815,253,116,move,human
_8btduqxtb,798,249,175,move,human
_8btduqxtb,792,247,233,move,human
_8btduqxtb,752,235,284,move,human
_8btduqxtb,641,208,341,move,human
_8btduqxtb,516,179,400,move,human
_8btduqxtb,397,144,458,move,human
_8btduqxtb,272,114,516,move,human
_8btduqxtb,158,78,575,move,human
_8btduqxtb,110,58,633,move,human
_8btduqxtb,106,54,684,move,human
_8btduqxtb,82,28,741,move,human
_8btduqxtb,64,12,800,move,human
_8btduqxtb,60,9,968,move,human
_l3isctvej,157,81,58,move,human
_l3isctvej,112,61,116,move,human
_l3isctvej,63,44,175,move,human
_l3isctvej,45,36,353,move,human
_l3isctvej,45,28,409,move,human
_l3isctvej,43,20,549,move,human
_16fnkgabg,68,43,52,move,human
_16fnkgabg,57,40,126,move,human
_16fnkgabg,46,31,184,move,human
_16fnkgabg,38,21,243,move,human
_16fnkgabg,38,20,431,move,human
_7a8ojet5f,31,20,51,move,human
_7a8ojet5f,13,18,143,move,human
_7a8ojet5f,13,17,198,move,human
_7a8ojet5f,14,17,259,move,human
_7a8ojet5f,34,20,317,move,human
_7a8ojet5f,87,39,375,move,human
_7a8ojet5f,100,41,458,move,human
_7a8ojet5f,78,28,517,move,human
_7a8ojet5f,64,20,1123,move,human
_7a8ojet5f,31,20,51,move,human
_7a8ojet5f,13,18,143,move,human
_7a8ojet5f,13,17,198,move,human
_7a8ojet5f,14,17,259,move,human
_7a8ojet5f,34,20,317,move,human
_7a8ojet5f,87,39,375,move,human
_7a8ojet5f,100,41,458,move,human
_7a8ojet5f,78,28,517,move,human
_7a8ojet5f,64,20,1123,move,human
_7a8ojet5f,31,20,51,move,human
_7a8ojet5f,13,18,143,move,human
_7a8ojet5f,13,17,198,move,human
_7a8ojet5f,14,17,259,move,human
_7a8ojet5f,34,20,317,move,human
_7a8ojet5f,87,39,375,move,human
_7a8ojet5f,100,41,458,move,human
_7a8ojet5f,78,28,517,move,human
_7a8ojet5f,64,20,1123,move,human
_cp9ox99q9,191,130,55,move,human
_cp9ox99q9,167,116,113,move,human
_cp9ox99q9,133,89,171,move,human
_cp9ox99q9,95,60,229,move,human
_cp9ox99q9,81,50,288,move,human
_cp9ox99q9,72,44,346,move,human
_cp9ox99q9,58,36,404,move,human
_cp9ox99q9,43,25,463,move,human
_cp9ox99q9,35,16,521,move,human
_i9gvpxi8x,177,123,58,move,human
_i9gvpxi8x,150,104,117,move,human
_i9gvpxi8x,129,83,176,move,human
_i9gvpxi8x,107,65,230,move,human
_i9gvpxi8x,78,46,284,move,human
_i9gvpxi8x,52,33,342,move,human
_i9gvpxi8x,37,26,407,move,human
_i9gvpxi8x,36,24,478,move,human
_i9gvpxi8x,36,20,542,move,human
_rh7zt5gwm,222,122,54,move,human
_rh7zt5gwm,159,87,112,move,human
_rh7zt5gwm,100,59,171,move,human
_rh7zt5gwm,59,40,229,move,human
_rh7zt5gwm,45,32,287,move,human
_rh7zt5gwm,27,18,346,move,human
_rh7zt5gwm,25,15,421,move,human
_byh7bajkr,410,167,53,move,human
_byh7bajkr,321,112,111,move,human
_byh7bajkr,280,74,170,move,human
_byh7bajkr,233,60,228,move,human
_byh7bajkr,176,54,279,move,human
_byh7bajkr,77,35,336,move,human
_byh7bajkr,62,31,395,move,human
_byh7bajkr,51,23,470,move,human
_byh7bajkr,48,20,528,move,human
_byh7bajkr,46,19,594,move,human
_aob3wcf0e,1131,105,62,move,human
_aob3wcf0e,1117,102,116,move,human
_aob3wcf0e,1047,98,175,move,human
_aob3wcf0e,922,94,227,move,human
_aob3wcf0e,778,109,283,move,human
_aob3wcf0e,696,110,341,move,human
_aob3wcf0e,591,106,399,move,human
_aob3wcf0e,356,95,458,move,human
_aob3wcf0e,112,104,509,move,human
_aob3wcf0e,78,0,1142,move,human
_aob3wcf0e,75,8,1199,move,human
_aob3wcf0e,68,8,1258,move,human
_aob3wcf0e,61,10,1316,move,human
_aob3wcf0e,49,11,1367,move,human
_aob3wcf0e,40,14,1424,move,human
_job4857tg,47,29,55,move,human
_job4857tg,47,23,108,move,human
_job4857tg,47,29,55,move,human
_job4857tg,47,23,108,move,human
_raa8nrv3q,117,91,56,move,human
_raa8nrv3q,287,343,114,move,human
_raa8nrv3q,439,628,165,move,human
_raa8nrv3q,568,682,222,move,human
_raa8nrv3q,578,671,273,move,human
_raa8nrv3q,517,605,331,move,human
_raa8nrv3q,385,438,382,move,human
_raa8nrv3q,209,223,439,move,human
_raa8nrv3q,102,118,498,move,human
_raa8nrv3q,76,87,556,move,human
_raa8nrv3q,75,86,635,move,human
_raa8nrv3q,65,76,689,move,human
_raa8nrv3q,64,74,740,move,human
_raa8nrv3q,55,57,798,move,human
_raa8nrv3q,52,47,856,move,human
_raa8nrv3q,50,40,914,move,human
_raa8nrv3q,49,32,974,move,human
_btpinc6gr,1262,424,58,move,human
_btpinc6gr,1149,363,109,move,human
_btpinc6gr,1006,332,167,move,human
_btpinc6gr,959,337,225,move,human
_btpinc6gr,900,345,284,move,human
_btpinc6gr,772,350,342,move,human
_btpinc6gr,593,323,400,move,human
_btpinc6gr,442,266,459,move,human
_btpinc6gr,325,190,517,move,human
_btpinc6gr,277,153,568,move,human
_btpinc6gr,227,119,626,move,human
_btpinc6gr,183,93,684,move,human
_btpinc6gr,143,68,742,move,human
_btpinc6gr,103,44,800,move,human
_btpinc6gr,78,30,851,move,human
_btpinc6gr,65,24,903,move,human
_btpinc6gr,63,23,959,move,human
,880,345,1729008963611,click,human
_bpjuzl3oj,1143,519,57,move,human
_bpjuzl3oj,1067,553,116,move,human
_bpjuzl3oj,954,582,167,move,human
_bpjuzl3oj,738,572,224,move,human
_bpjuzl3oj,532,537,275,move,human
_bpjuzl3oj,311,434,332,move,human
_bpjuzl3oj,193,277,391,move,human
_bpjuzl3oj,158,158,449,move,human
_bpjuzl3oj,139,122,507,move,human
_bpjuzl3oj,130,116,566,move,human
_bpjuzl3oj,105,101,617,move,human
_bpjuzl3oj,66,66,674,move,human
_bpjuzl3oj,39,33,732,move,human
_bpjuzl3oj,31,15,790,move,human
_bpjuzl3oj,27,5,841,move,human
_bpjuzl3oj,27,6,1030,move,human
_bpjuzl3oj,27,8,1109,move,human
_bpjuzl3oj,29,12,1161,move,human
_bpjuzl3oj,32,17,1222,move,human
_bpjuzl3oj,33,17,1274,move,human
,27,5,1729008966472,click,human
_u44tkshas,1142,427,54,move,human
_u44tkshas,1042,474,112,move,human
_u44tkshas,860,512,170,move,human
_u44tkshas,663,527,228,move,human
_u44tkshas,463,499,287,move,human
_u44tkshas,284,392,345,move,human
_u44tkshas,140,236,396,move,human
_u44tkshas,58,139,454,move,human
_u44tkshas,10,94,512,move,human
_u44tkshas,2,86,590,move,human
_u44tkshas,2,60,645,move,human
_u44tkshas,1,34,703,move,human
_u44tkshas,7,29,762,move,human
_u44tkshas,14,27,821,move,human
_u44tkshas,29,24,878,move,human
_u44tkshas,32,22,937,move,human
_i551oekrm,1331,266,58,move,human
_i551oekrm,1136,211,115,move,human
_i551oekrm,983,190,173,move,human
_i551oekrm,834,170,232,move,human
_i551oekrm,691,143,290,move,human
_i551oekrm,543,118,348,move,human
_i551oekrm,391,102,407,move,human
_i551oekrm,268,90,465,move,human
_i551oekrm,191,81,525,move,human
_i551oekrm,128,71,581,move,human
_i551oekrm,87,53,632,move,human
_i551oekrm,53,37,690,move,human
_i551oekrm,25,25,748,move,human
_i551oekrm,22,23,894,move,human
_i551oekrm,24,22,951,move,human
_6k8f8ebam,303,664,53,move,human
_6k8f8ebam,257,607,113,move,human
_6k8f8ebam,193,456,169,move,human
_6k8f8ebam,143,337,220,move,human
_6k8f8ebam,93,236,279,move,human
_6k8f8ebam,56,167,336,move,human
_6k8f8ebam,52,143,394,move,human
_6k8f8ebam,52,113,453,move,human
_6k8f8ebam,53,80,505,move,human
_6k8f8ebam,53,63,562,move,human
_6k8f8ebam,53,57,614,move,human
_6k8f8ebam,51,48,669,move,human
_6k8f8ebam,49,40,720,move,human
_6k8f8ebam,47,34,778,move,human
_6k8f8ebam,46,29,852,move,human
_6k8f8ebam,45,27,915,move,human
_6k8f8ebam,44,25,980,move,human
_zg7232d1w,103,638,56,move,human
_zg7232d1w,103,447,123,move,human
_zg7232d1w,96,312,180,move,human
_zg7232d1w,86,249,238,move,human
_zg7232d1w,80,202,297,move,human
_zg7232d1w,84,165,356,move,human
_zg7232d1w,84,139,413,move,human
_zg7232d1w,80,110,472,move,human
_zg7232d1w,76,85,530,move,human
_zg7232d1w,67,54,588,move,human
_zg7232d1w,61,42,678,move,human
_zg7232d1w,61,36,730,move,human
_zg7232d1w,60,24,789,move,human
_zg7232d1w,52,11,847,move,human
_zg7232d1w,49,10,1188,move,human
_zk3t6nvtf,315,813,120,move,human
_zk3t6nvtf,314,811,171,move,human
_zk3t6nvtf,295,789,224,move,human
_zk3t6nvtf,230,706,283,move,human
_zk3t6nvtf,178,523,341,move,human
_zk3t6nvtf,105,300,399,move,human
_zk3t6nvtf,70,216,458,move,human
_zk3t6nvtf,61,163,516,move,human
_zk3t6nvtf,51,112,574,move,human
_zk3t6nvtf,49,95,633,move,human
_zk3t6nvtf,46,67,691,move,human
_zk3t6nvtf,46,50,749,move,human
_zk3t6nvtf,47,36,800,move,human
_zk3t6nvtf,47,24,858,move,human
_o42b3q2ie,150,109,59,move,human
_o42b3q2ie,76,87,116,move,human
_o42b3q2ie,58,70,168,move,human
_o42b3q2ie,22,35,226,move,human
_o42b3q2ie,0,22,372,move,human
_o42b3q2ie,54,34,425,move,human
_o42b3q2ie,67,32,566,move,human
_o42b3q2ie,60,24,625,move,human
_o42b3q2ie,45,16,683,move,human
_o42b3q2ie,40,13,771,move,human
_vrekpmoho,885,156,54,move,human
_vrekpmoho,702,131,108,move,human
_vrekpmoho,495,106,166,move,human
_vrekpmoho,286,83,225,move,human
